token_count,char_count,avg_word_length,modal_intensifying,modal_mitigating,modal_discourse,modal_particles_total,epistemic_verbs,epistemic_adverbs,hedging_total,positive_evaluation,negative_evaluation,negation_count,compound_count,compound_ratio,connective_causal,connective_contrast,connective_temporal,connective_additive,connectives_total,medical_diagnosis,medical_treatment,medical_symptoms,medical_professionals,temporal_expressions,intensifiers,has_question,doc_id,sent_id,topic,topic_prob,rating
24,172,6.208333333333333,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,7220,2,-1,0.2417875730724705,5.0
5,19,3.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1557,19,-1,0.0677949511407673,5.0
22,118,4.409090909090909,1,0,0,1,0,0,0,0,0,1,0,0.0,1,1,0,0,2,0,0,0,0,0,0,0,3116,5,20,0.1281523497222299,6.0
15,105,6.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,4861,0,16,0.4314392276583559,5.0
6,53,8.0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6840,1,-1,0.0378597061772766,5.0
9,45,4.111111111111111,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5147,1,-1,0.0829333190346458,6.0
5,30,5.2,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,5783,1,-1,0.080664005383755,2.0
11,55,4.090909090909091,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,6929,0,-1,0.0385793520260596,6.0
27,173,5.444444444444445,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,2,2,0,0,0,0,0,0,0,2724,1,-1,0.0232629827093563,4.0
7,32,3.7142857142857144,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7333,5,8,0.2986493085389969,4.0
9,61,5.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5406,1,-1,0.0588676970801644,6.0
7,34,4.0,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1245,6,-1,0.0524213958951865,6.0
23,144,5.304347826086956,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,5597,3,-1,0.0408655448981963,1.0
23,163,6.130434782608695,2,0,1,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,189,2,-1,0.0284497466436621,5.0
6,32,4.5,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,6522,0,30,1.0,1.0
15,96,5.466666666666667,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2069,4,-1,0.0878933660142087,4.0
37,245,5.648648648648648,2,0,0,2,0,0,0,0,0,2,0,0.0,0,0,0,3,3,0,0,0,0,0,0,0,4073,1,0,0.253150033525486,6.0
20,171,7.6,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,2,0,1,0,0,0,0,0,3719,1,-1,0.029665704984339,1.0
9,47,4.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1903,2,-1,0.0405139367936295,1.0
22,146,5.681818181818182,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,2,0,0,0,0,5954,4,4,0.0685173516785697,6.0
7,45,5.571428571428571,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,3830,5,-1,0.0663637891955722,4.0
11,68,5.2727272727272725,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,3167,6,24,1.0,1.0
29,191,5.620689655172414,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,6954,0,-1,0.0388787066171629,2.0
21,126,5.0476190476190474,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,2698,1,-1,0.0398905671558877,5.0
14,90,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,2,0,1,0,0,0,0,0,3629,2,2,0.0543903527729377,2.0
12,78,5.583333333333333,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,3014,1,-1,0.0375985802269966,5.0
34,256,6.5588235294117645,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,2,0,2,0,0,0,1,0,0,0,1466,3,-1,0.1762099290797822,5.0
11,61,4.636363636363637,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3465,0,-1,0.140637091285942,2.0
6,43,6.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3123,1,10,0.0352186726581213,4.0
8,43,4.5,0,0,1,1,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,7582,2,-1,0.0098842548915043,3.0
12,66,4.583333333333333,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,1499,1,2,0.2395505011978757,1.0
6,40,5.833333333333333,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3228,3,7,0.1303830816141155,1.0
9,47,4.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7631,4,13,0.1571121706192733,6.0
26,187,6.230769230769231,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,2,0,1,0,1,0,0,0,5822,2,0,0.214290765991356,6.0
5,35,6.2,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,3713,0,10,1.0,3.0
12,73,5.166666666666667,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,4181,13,-1,0.0283896462075754,1.0
30,182,5.1,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,1,4,5,0,0,0,0,0,2,0,2782,7,0,0.4072848831469033,1.0
14,101,6.285714285714286,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2288,1,-1,0.0554138293718315,4.0
8,64,7.125,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,5925,1,-1,0.0305462596777341,4.0
14,101,6.285714285714286,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,2,2,0,0,0,0,0,0,0,2529,1,2,0.0774879392512029,1.0
16,100,5.3125,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,7456,11,-1,0.090045492506292,1.0
22,145,5.636363636363637,0,0,0,0,0,1,1,0,0,0,0,0.0,0,1,0,2,3,0,0,0,0,0,0,0,7283,9,-1,0.1110522848983892,3.0
9,42,3.7777777777777777,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,697,1,-1,0.0338327865186352,2.0
8,65,7.25,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,2,2,0,0,0,0,0,0,0,7238,5,3,1.0,1.0
9,52,4.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,6781,0,-1,0.049607320554875,5.0
9,56,5.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,4203,0,-1,0.0748345127124416,2.0
16,117,6.375,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,6786,0,36,1.0,5.0
9,76,7.555555555555555,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,2,0,0,0,0,3514,0,-1,0.0174526025260796,6.0
10,76,6.7,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,6560,2,-1,0.0494044451686566,4.0
11,67,5.181818181818182,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,5499,2,-1,0.0197024519090881,1.0
21,119,4.714285714285714,0,0,0,0,0,0,0,1,0,1,0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,6097,6,-1,0.0749780655337176,4.0
38,279,6.368421052631579,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,3464,4,0,0.0908272104005958,3.0
18,137,6.666666666666667,0,0,1,1,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6798,1,-1,0.0749473041031546,6.0
16,101,5.375,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,807,8,-1,0.075953003773283,5.0
17,104,5.176470588235294,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1044,1,-1,0.0427616869206238,5.0
5,27,4.6,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7588,1,9,0.3562457388994062,1.0
8,50,5.375,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,6185,0,3,0.1028782167004328,2.0
7,46,5.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1364,1,7,0.2194457997322751,3.0
8,46,4.875,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,4202,1,3,0.1631248803145922,2.0
6,45,6.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5924,1,-1,0.0745359927116274,1.0
32,155,3.875,0,0,1,1,0,0,0,0,0,2,0,0.0,0,0,1,1,2,0,0,0,0,0,0,0,7456,7,0,0.1675920071942241,1.0
8,50,5.375,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4658,7,-1,0.0219816191181428,1.0
28,188,5.75,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3,3,0,0,2,1,0,0,0,880,8,-1,0.0385256664419021,5.0
15,102,5.866666666666666,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1132,0,-1,0.0078077148976208,5.0
11,73,5.7272727272727275,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,3873,5,-1,0.0548176738746574,5.0
8,59,6.5,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,5374,5,1,0.5830829517652912,1.0
27,158,4.888888888888889,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,1,2,0,0,0,1,0,0,0,6800,1,-1,0.1637605722473841,6.0
9,48,4.444444444444445,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5915,0,21,0.1763310489002975,1.0
12,82,5.916666666666667,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6285,0,-1,0.0151498229275024,2.0
21,177,7.476190476190476,0,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,7959,9,-1,0.1721535004650134,4.0
9,73,7.222222222222222,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,5838,1,-1,0.0526786558202914,4.0
23,210,8.173913043478262,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,3201,0,16,0.1699790442590904,5.0
11,83,6.636363636363637,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,2915,3,-1,0.0148984490586559,2.0
14,98,6.071428571428571,0,0,0,0,1,0,1,0,0,1,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,7874,8,-1,0.0561839887859026,4.0
10,65,5.6,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,2,2,0,0,0,0,0,0,0,7431,3,3,1.0,2.0
12,86,6.25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,5495,4,-1,0.0116227476852005,1.0
17,111,5.588235294117647,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1321,7,-1,0.0465558215882783,5.0
27,169,5.296296296296297,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,0,1,1,0,0,3281,2,-1,0.2196116491792688,5.0
22,150,5.863636363636363,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,948,3,-1,0.0409820942365452,1.0
10,70,6.1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5942,1,-1,0.0216182141806754,5.0
22,142,5.5,1,0,0,1,0,0,0,0,0,2,0,0.0,0,2,0,2,4,0,0,0,0,0,0,0,1534,1,16,0.1154763663699823,2.0
20,126,5.35,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6400,2,-1,0.065311998173941,5.0
10,49,4.0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,3845,5,1,0.6796573851877472,6.0
32,189,4.9375,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,74,1,-1,0.0417839822891716,5.0
8,36,3.625,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6264,8,-1,0.0762415302352097,4.0
17,106,5.294117647058823,0,1,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,6917,7,0,0.3612466427371927,6.0
13,77,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,237,1,-1,0.031549790040431,3.0
9,50,4.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,2,0,0,0,1,0,0,0,3248,4,-1,0.0069763913341904,1.0
27,149,4.555555555555555,2,0,0,2,0,0,0,1,0,1,0,0.0,0,2,0,0,2,0,1,0,1,0,0,0,5135,2,-1,0.1657565547528771,3.0
38,274,6.2368421052631575,1,0,1,2,0,0,0,0,0,1,0,0.0,0,1,0,1,2,0,0,0,0,0,1,0,1859,4,-1,0.0889169204874868,4.0
10,68,5.9,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,3582,1,-1,0.0478390801714469,5.0
8,42,4.375,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3645,8,-1,0.0399094766859816,5.0
15,109,6.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,2,0,1,0,0,0,0,0,6508,6,-1,0.0118072694803529,5.0
20,132,5.65,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,2,2,0,0,0,0,0,0,0,7999,0,-1,0.0109433255126313,2.0
15,91,5.133333333333334,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,3223,0,2,0.3464093041640739,2.0
6,52,7.833333333333333,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6059,0,-1,0.0116961271120283,2.0
23,157,5.869565217391305,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,4908,2,-1,0.1836653590046731,5.0
12,64,4.416666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2526,1,-1,0.0494456800464133,5.0
49,306,5.26530612244898,0,0,1,1,0,0,0,1,1,3,0,0.0,0,0,0,2,2,0,0,1,2,1,1,0,6381,0,0,0.3123519130217204,6.0
6,48,7.166666666666667,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,6091,2,3,0.1008928840844507,1.0
24,143,5.0,0,0,0,0,0,0,0,2,0,2,0,0.0,0,0,0,2,2,0,0,0,1,0,1,0,1644,2,-1,0.0131790463959504,2.0
14,66,3.7857142857142856,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,2,3,0,0,0,0,0,0,0,5451,6,-1,0.1247099352626569,6.0
20,110,4.55,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,564,1,-1,0.0605386213024653,1.0
18,119,5.666666666666667,2,0,1,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,417,5,0,0.2002669878324361,5.0
6,40,5.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,3474,3,-1,0.0594369027284074,2.0
7,41,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,2052,3,-1,0.0115640168860694,5.0
9,49,4.555555555555555,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3484,4,1,0.8561863651762845,2.0
16,85,4.375,1,0,0,1,0,0,0,2,1,0,0,0.0,0,1,1,1,3,0,0,0,0,0,2,0,4573,0,-1,0.043860319514648,4.0
18,102,4.722222222222222,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1557,4,0,1.0,5.0
13,91,6.076923076923077,1,0,0,1,0,0,0,0,0,1,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,6082,6,-1,0.0357896571744645,3.0
10,48,3.9,0,0,1,1,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6736,19,1,1.0,2.0
40,249,5.25,2,0,1,3,0,0,0,0,0,1,0,0.0,0,1,0,2,3,0,0,0,2,0,0,0,2409,2,0,0.289381591934473,3.0
9,64,6.222222222222222,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,6708,1,-1,0.1207997302304006,1.0
14,96,5.928571428571429,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1356,2,-1,0.086936000654106,1.0
34,208,5.147058823529412,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,2,0,0,0,0,0,0,0,200,3,-1,0.0926302494718078,1.0
14,95,5.857142857142857,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,3137,5,-1,0.0526937992262265,2.0
5,28,4.8,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4823,3,18,0.1340232650270687,5.0
20,125,5.3,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5595,4,-1,0.0497059803470024,5.0
9,51,4.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1087,10,-1,0.0317076727138831,2.0
5,35,6.2,0,0,1,1,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,5521,2,-1,0.0313998175817304,6.0
6,40,5.833333333333333,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,6490,1,11,0.4835881215601705,1.0
10,49,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,5512,0,21,1.0,2.0
6,39,5.666666666666667,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2264,0,-1,0.0485813598444115,5.0
17,125,6.411764705882353,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,518,1,-1,0.0100179409299743,3.0
5,32,5.6,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,434,3,10,1.0,1.0
22,139,5.363636363636363,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,1,2,0,0,0,0,0,1,0,7353,0,-1,0.0634641930339412,5.0
19,125,5.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,6618,3,23,0.1261313183681994,5.0
5,31,5.4,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4965,3,5,0.1830638132456409,2.0
5,34,6.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,3939,1,11,1.0,2.0
33,247,6.515151515151516,0,0,1,1,0,0,0,0,0,0,0,0.0,1,0,0,1,2,0,0,0,2,0,0,0,6658,5,0,0.1653159804826207,6.0
12,79,5.666666666666667,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,2878,3,34,0.2671381363541978,5.0
12,82,5.916666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,2422,3,-1,0.1872151225974418,6.0
16,113,6.125,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,1012,6,-1,0.0713961726313949,5.0
10,72,6.3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,5236,2,3,0.1697915406666955,2.0
18,106,4.944444444444445,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,1,0,1,0,0,0,5531,7,22,0.5487720116048312,6.0
14,97,6.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,3252,5,-1,0.0332488233733835,6.0
19,129,5.842105263157895,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,211,0,-1,0.0930633888378744,2.0
15,97,5.533333333333333,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1754,14,-1,0.0400256933664311,5.0
5,30,5.2,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,519,5,-1,0.0988968682105536,6.0
6,37,5.333333333333333,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7516,0,12,0.6283108642576619,5.0
6,42,6.166666666666667,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3730,2,-1,0.1614124222786411,6.0
6,50,7.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,3869,1,-1,0.0364791888700116,5.0
7,48,6.0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1222,1,-1,0.0174282012895455,1.0
7,43,5.285714285714286,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7250,4,7,0.3380612924974895,2.0
15,99,5.666666666666667,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,5,2,-1,0.0586163338705668,1.0
12,75,5.333333333333333,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,908,0,-1,0.0327057275971249,5.0
25,173,5.96,0,1,0,1,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,3489,2,-1,0.0880083956262428,6.0
6,37,5.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1547,3,-1,0.0566390974283928,6.0
6,34,4.833333333333333,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,302,5,5,0.1345515048864459,1.0
6,56,8.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1868,2,4,0.1104748683518964,6.0
5,26,4.4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6586,3,12,0.2665317474098433,2.0
5,42,7.6,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2836,0,-1,0.0330682526328816,2.0
41,254,5.219512195121951,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,3,4,0,1,0,0,1,1,0,6322,0,-1,0.0473535690307323,1.0
15,96,5.466666666666667,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,5134,0,-1,0.0140360437742217,6.0
33,190,4.787878787878788,0,1,0,1,0,0,0,2,0,0,0,0.0,1,0,0,3,4,0,0,0,0,0,0,0,7360,7,0,0.2417404589384961,2.0
46,268,4.8478260869565215,3,2,1,6,0,0,0,0,0,0,0,0.0,3,0,0,2,5,0,0,0,0,0,0,0,7312,2,0,0.3817048420694078,5.0
6,45,6.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6970,0,-1,0.057794099400929,4.0
15,105,6.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,1,0,0,0,1,0,7754,4,-1,0.0070064659386805,1.0
11,70,5.454545454545454,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4410,6,-1,0.0508139785972416,6.0
8,58,6.375,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,7235,1,3,0.205231437060744,1.0
17,114,5.764705882352941,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,1,2,0,0,0,0,0,0,0,6000,2,-1,0.0089611254295102,1.0
20,129,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,6282,7,-1,0.2082689442736945,4.0
6,67,10.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,6772,0,4,1.0,4.0
18,128,6.166666666666667,1,0,0,1,0,0,0,0,1,1,0,0.0,0,1,0,1,2,0,0,0,1,0,0,0,6318,0,-1,0.0846902259526139,4.0
9,90,9.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,2,0,1,0,0,0,0,0,167,0,-1,0.104949250469217,2.0
10,61,5.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,984,0,38,1.0,2.0
19,129,5.842105263157895,0,0,1,1,0,0,0,1,2,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,3978,14,-1,0.0494572148970712,5.0
14,76,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,1510,0,-1,0.0135265096808609,2.0
12,111,8.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5410,1,4,0.3362944556282805,6.0
19,142,6.526315789473684,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,2,2,0,0,0,1,0,0,0,115,0,-1,0.0367964543771999,2.0
